((3, 21), 0.6599999999999999)
((19, 48), 0.6599999999999999)
((20, 56), 0.6599999999999999)
((21, 23), 0.6599999999999999)
((23, 35), 0.6599999999999999)
((28, 35), 0.6599999999999999)
((9, 25), 0.6639999999999999)
((16, 25), 0.6639999999999999)
((18, 50), 0.6639999999999999)
((20, 45), 0.6639999999999999)
((22, 34), 0.6639999999999999)
((5, 25), 0.6679999999999999)
((6, 25), 0.6679999999999999)
((18, 19), 0.6679999999999999)
((19, 25), 0.6679999999999999)
((25, 43), 0.6679999999999999)
((30, 34), 0.6679999999999999)
((30, 35), 0.6679999999999999)
((19, 51), 0.6719999999999999)
((20, 25), 0.6719999999999999)
((20, 53), 0.6719999999999999)
((21, 25), 0.6719999999999999)
((23, 36), 0.6719999999999999)
((25, 26), 0.6719999999999999)
((25, 51), 0.6719999999999999)
((26, 46), 0.6719999999999999)
((2, 34), 0.6759999999999999)
((17, 21), 0.6759999999999999)
((20, 40), 0.6759999999999999)
((20, 44), 0.6759999999999999)
((24, 31), 0.6759999999999999)
((25, 37), 0.6759999999999999)
((26, 45), 0.6759999999999999)
((27, 28), 0.6759999999999999)
((13, 26), 0.6799999999999999)
((19, 26), 0.6799999999999999)
((19, 58), 0.6799999999999999)
((23, 31), 0.6799999999999999)
((23, 34), 0.6799999999999999)
((24, 25), 0.6799999999999999)
((26, 34), 0.6799999999999999)
((6, 26), 0.6839999999999999)
((11, 31), 0.6839999999999999)
((21, 31), 0.6839999999999999)
((22, 38), 0.6839999999999999)
((24, 35), 0.6839999999999999)
((25, 49), 0.6839999999999999)
((25, 57), 0.6839999999999999)
((27, 49), 0.6839999999999999)
((15, 21), 0.688)
((20, 21), 0.688)
((22, 25), 0.688)
((25, 34), 0.688)
((26, 28), 0.688)
((4, 26), 0.692)
((13, 25), 0.692)
((17, 26), 0.692)
((17, 28), 0.692)
((18, 28), 0.692)
((20, 42), 0.692)
((20, 48), 0.692)
((21, 27), 0.692)
((21, 33), 0.692)
((30, 36), 0.692)
((11, 21), 0.696)
((16, 21), 0.696)
((20, 52), 0.696)
((22, 26), 0.696)
((25, 27), 0.696)
((25, 46), 0.696)
((26, 27), 0.696)
((31, 35), 0.696)
((20, 31), 0.7)
((24, 26), 0.7)
((24, 36), 0.7)
((25, 36), 0.7)
((25, 44), 0.7)
((26, 37), 0.7)
((26, 48), 0.7)
((26, 53), 0.7)
((33, 35), 0.7)
((9, 26), 0.704)
((14, 26), 0.704)
((18, 21), 0.704)
((20, 54), 0.704)
((20, 58), 0.704)
((21, 28), 0.704)
((21, 30), 0.704)
((21, 49), 0.704)
((22, 32), 0.704)
